frame,timestamp,vehicles_detected,vehicles_standard,vehicles_enhanced,total_spaces,occupied,free,occupancy_rate,space_1,space_2,space_3,space_4,space_5,space_6,space_7,space_8,space_9,space_10,space_11,space_12,space_13,space_14,space_15,space_16,space_17,space_18,space_19,space_20,space_21,space_22,space_23,space_1_method,space_2_method,space_3_method,space_4_method,space_5_method,space_6_method,space_7_method,space_8_method,space_9_method,space_10_method,space_11_method,space_12_method,space_13_method,space_14_method,space_15_method,space_16_method,space_17_method,space_18_method,space_19_method,space_20_method,space_21_method,space_22_method,space_23_method
157,5.23,11,1,10,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
158,5.27,10,2,8,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
159,5.3,10,1,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
160,5.33,11,1,10,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
161,5.37,11,2,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
162,5.4,11,1,10,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
163,5.43,11,2,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,visual_only
164,5.47,11,3,8,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,visual_only,empty
165,5.5,11,4,7,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,visual_only,visual_only
166,5.53,11,6,5,23,21,2,91.3,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,visual_only,visual_only
167,5.57,11,6,5,23,21,2,91.3,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,visual_only,visual_only
168,5.6,11,3,8,23,21,2,91.3,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,visual_only,visual_only
169,5.63,11,3,8,23,21,2,91.3,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,visual_only,empty
170,5.67,11,3,8,23,21,2,91.3,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,visual_only,empty
171,5.7,11,4,7,23,21,2,91.3,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,visual_only,visual_only
172,5.73,11,4,7,23,21,2,91.3,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,visual_only
173,5.77,11,4,7,23,21,2,91.3,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,visual_only,visual_only
174,5.8,11,3,8,23,21,2,91.3,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,visual_only,visual_only
175,5.83,12,3,9,23,21,2,91.3,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,visual_only
176,5.87,11,4,7,23,21,2,91.3,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,visual_only,empty
177,5.9,12,4,8,23,21,2,91.3,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
178,5.93,11,2,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
179,5.97,11,2,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
180,6.0,11,2,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
181,6.03,11,4,7,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
182,6.07,11,2,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
183,6.1,12,1,11,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
184,6.13,12,4,8,23,20,3,87.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
185,6.17,11,2,9,23,20,3,87.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
186,6.2,10,3,7,23,20,3,87.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
187,6.23,10,4,6,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
188,6.27,12,1,11,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
189,6.3,12,4,8,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
190,6.33,13,3,10,23,20,3,87.0,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
